treated_user_id,control_user_id,hit_month_id,hit_month_index,distance,matching_rule,treated_first_active_bucket,control_first_active_bucket,treated_ask_bin,control_ask_bin
7527910,2216718,2023-10,645,8.704472799270315,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
9417537,2234482,2023-10,645,8.704364670570094,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
12900831,2372612,2023-10,645,8.704256541955969,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
17424239,2421706,2023-10,645,8.704148413427953,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
19391227,2423049,2023-10,645,8.704040284986043,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
19449944,2645858,2023-10,645,8.703932156630248,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21508080,2655174,2023-10,645,8.703824028360577,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21918648,2804385,2023-10,645,8.703715900177029,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22116924,2958456,2023-10,645,8.703607772079609,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22445028,2992055,2023-10,645,8.703499644068327,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22671801,3198895,2023-10,645,8.703391516143183,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22707068,3283520,2023-10,645,8.703283388304186,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22710821,3296739,2023-10,645,8.703175260551333,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22717973,3324696,2023-10,645,8.70306713288464,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22752684,3437575,2023-10,645,8.702959005304107,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22763533,3628654,2023-10,645,8.702850877809736,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22774725,3690089,2023-10,645,8.702742750401537,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22828464,3700005,2023-10,645,8.702634623079513,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
1595350,819417,2023-11,646,3.9639363823191336,first_active_bucket+relaxed_ask_bin,early,early,zero,one
18204694,29347,2023-11,646,8.958910341116125,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
12714139,540665,2023-11,646,3.963802348902411,first_active_bucket+relaxed_ask_bin,early,early,zero,one
6221742,547198,2023-11,646,0.0,first_active_bucket+ask_bin,mid,mid,low,low
6907703,90259,2023-11,646,0.0,first_active_bucket+ask_bin,early,early,one,one
22460928,8362,2023-11,646,0.0,first_active_bucket+ask_bin,mid,mid,one,one
22956384,152781,2023-11,646,8.958798451338717,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
8595891,181098,2023-11,646,0.0,first_active_bucket+ask_bin,early,early,one,one
5032387,5838180,2023-11,646,0.1138590223765166,first_active_bucket+ask_bin,early,early,mid,mid
19124184,19808778,2023-11,646,0.31181092731246124,first_active_bucket+ask_bin,mid,mid,mid,mid
5995696,399508,2023-11,646,0.0,first_active_bucket+ask_bin,early,early,low,low
11953250,127251,2023-11,646,3.966555627903046,first_active_bucket+relaxed_ask_bin,early,early,zero,one
4557607,350685,2023-11,646,0.0,first_active_bucket+ask_bin,early,early,low,low
3107664,433261,2023-11,646,3.9663253166867625,first_active_bucket+relaxed_ask_bin,early,early,zero,one
15287955,1211959,2023-11,646,3.9661911548109847,first_active_bucket+relaxed_ask_bin,early,early,zero,one
5765649,865169,2023-11,646,3.9660569938425976,first_active_bucket+relaxed_ask_bin,early,early,zero,one
461499,3568,2023-11,646,0.0,first_active_bucket+ask_bin,early,early,one,one
2017943,347484,2023-11,646,3.965788674628591,first_active_bucket+relaxed_ask_bin,early,early,zero,one
15541516,15055,2023-11,646,0.0,first_active_bucket+ask_bin,early,early,one,one
21208257,161003,2023-11,646,8.964364031641011,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
2601515,976330,2023-11,646,3.965520359045949,first_active_bucket+relaxed_ask_bin,early,early,zero,one
15910538,1003798,2023-11,646,3.965386202616764,first_active_bucket+relaxed_ask_bin,early,early,zero,one
22594833,7001823,2023-11,646,0.0,first_active_bucket+ask_bin,mid,mid,low,low
21525821,3730474,2023-11,646,0.0,first_active_bucket+ask_bin,mid,mid,low,low
583187,3094105,2023-11,646,0.0,first_active_bucket+ask_bin,mid,mid,one,one
2513309,181238,2023-11,646,3.965252047095873,first_active_bucket+relaxed_ask_bin,early,early,zero,one
7827848,1856922,2023-11,646,8.922916903091275,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
16253352,275882,2023-11,646,0.0,first_active_bucket+ask_bin,mid,mid,one,one
16367820,1179620,2023-11,646,8.922683370598737,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
17986133,451878,2023-11,646,8.922566604462947,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
59470,6460,2023-11,646,3.965117892483424,first_active_bucket+relaxed_ask_bin,early,early,zero,one
14767225,104848,2023-11,646,0.0,first_active_bucket+ask_bin,mid,mid,one,one
15895688,309830,2023-11,646,3.964983738779569,first_active_bucket+relaxed_ask_bin,early,early,zero,one
21754951,271351,2023-11,646,0.0,first_active_bucket+ask_bin,mid,mid,low,low
22967316,411929,2023-11,646,8.965265427673236,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
371408,27540,2023-11,646,0.0,first_active_bucket+ask_bin,mid,mid,one,one
8321160,759051,2023-11,646,3.9648495859844584,first_active_bucket+relaxed_ask_bin,early,early,zero,one
8781647,130468,2023-11,646,0.0,first_active_bucket+ask_bin,mid,mid,one,one
11203574,273344,2023-11,646,0.0,first_active_bucket+ask_bin,mid,mid,one,one
16065265,1448529,2023-11,646,3.9647154340982405,first_active_bucket+relaxed_ask_bin,early,early,zero,one
16929498,1278365,2023-11,646,3.964581283121068,first_active_bucket+relaxed_ask_bin,early,early,zero,one
20219674,35478,2023-11,646,0.0,first_active_bucket+ask_bin,mid,mid,one,one
21132592,413606,2023-11,646,8.964680497130637,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21307319,414506,2023-11,646,8.964563701968283,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21341479,131050,2023-11,646,8.921637944929328,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21433112,300963,2023-11,646,0.0,first_active_bucket+ask_bin,mid,mid,one,one
22032881,4234,2023-11,646,0.0,first_active_bucket+ask_bin,mid,mid,one,one
22352159,511436,2023-11,646,8.96409543296607,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22407475,518064,2023-11,646,8.963978638203859,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
4667839,565341,2023-11,646,8.963861843533467,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
5976870,565380,2023-11,646,8.963745048954909,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
6761992,799164,2023-11,646,8.963628254468192,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
8028449,808856,2023-11,646,8.96351146007332,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
11803559,861757,2023-11,646,8.963394665770299,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
12895581,951757,2023-11,646,8.963277871559129,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
12945112,981220,2023-11,646,8.96316107743982,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
12954896,1080987,2023-11,646,8.963044283412374,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
14403950,1112083,2023-11,646,8.962927489476801,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
16774441,1154507,2023-11,646,8.962810695633111,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
18195085,1168929,2023-11,646,8.962693901881297,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
19079260,1222122,2023-11,646,8.962577108221371,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
19230680,1512331,2023-11,646,8.962460314653336,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
20473192,1672895,2023-11,646,8.962343521177207,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21619176,1755083,2023-11,646,8.962226727792975,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22028908,1800755,2023-11,646,8.962109934500653,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22132602,1809704,2023-11,646,8.961993141300242,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22593404,1824559,2023-11,646,8.961876348191756,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22857923,1860795,2023-11,646,8.961759555175192,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22872516,2028058,2023-11,646,8.961642762250563,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22874930,2145444,2023-11,646,8.961525969417867,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22885826,2949114,2023-11,646,8.961409176677112,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22915188,2996578,2023-11,646,8.961292384028308,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22953395,3092490,2023-11,646,8.961175591471452,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22954960,3105520,2023-11,646,8.961058799006555,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22986674,3110458,2023-11,646,8.960942006633621,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22995898,3145795,2023-11,646,8.960825214352656,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23009720,3276035,2023-11,646,8.960708422163666,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23013340,3458788,2023-11,646,8.960591630066654,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
17835120,1881453,2023-12,647,9.149777999430919,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
14399494,759051,2023-12,647,4.0433983710601344,first_active_bucket+relaxed_ask_bin,early,early,zero,one
14210408,181238,2023-12,647,4.043252752212111,first_active_bucket+relaxed_ask_bin,early,early,zero,one
6379348,51167,2023-12,647,0.0,first_active_bucket+ask_bin,early,early,one,one
8839068,133374,2023-12,647,0.0,first_active_bucket+ask_bin,early,early,one,one
19907188,19299757,2023-12,647,0.40263440521733407,first_active_bucket+ask_bin,mid,mid,mid,mid
7798822,72882,2023-12,647,4.042815901548358,first_active_bucket+relaxed_ask_bin,early,early,zero,one
3737186,298847,2023-12,647,0.0,first_active_bucket+ask_bin,early,early,one,one
1143361,1318946,2023-12,647,0.0,first_active_bucket+ask_bin,early,early,one,one
4648809,129437,2023-12,647,4.042379059708659,first_active_bucket+relaxed_ask_bin,early,early,zero,one
12114641,433261,2023-12,647,0.0,first_active_bucket+ask_bin,early,early,one,one
14440147,190887,2023-12,647,9.195497209133741,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
13448681,34934,2023-12,647,0.0,first_active_bucket+ask_bin,early,early,one,one
21365300,21565765,2023-12,647,0.44581641707610403,first_active_bucket+ask_bin,mid,mid,mid,mid
17312204,1656377,2023-12,647,9.160259638353208,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
11145820,1068446,2023-12,647,0.019533911528310226,first_active_bucket+ask_bin,early,early,one,one
13241651,6460,2023-12,647,4.041796617656668,first_active_bucket+relaxed_ask_bin,early,early,zero,one
15895844,704262,2023-12,647,4.04165100959736,first_active_bucket+relaxed_ask_bin,early,early,zero,one
1859242,262892,2023-12,647,4.041505402519868,first_active_bucket+relaxed_ask_bin,early,early,zero,one
20522191,54086,2023-12,647,9.16013393097468,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
3998834,549195,2023-12,647,0.0,first_active_bucket+ask_bin,mid,mid,one,one
4977070,1003798,2023-12,647,4.041359796424367,first_active_bucket+relaxed_ask_bin,early,early,zero,one
10347145,2828651,2023-12,647,4.973696550570848,first_active_bucket+relaxed_ask_bin,early,early,zero,one
20258857,685683,2023-12,647,0.0,first_active_bucket+ask_bin,mid,mid,one,one
21873624,705750,2023-12,647,0.0,first_active_bucket+ask_bin,mid,mid,low,low
1066558,1010609,2023-12,647,9.159898804623555,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
1799528,614328,2023-12,647,9.198520136291942,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
14700804,753271,2023-12,647,9.198394373128464,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
17693143,787464,2023-12,647,4.041068587180009,first_active_bucket+relaxed_ask_bin,early,early,zero,one
19865229,23213,2023-12,647,0.0,first_active_bucket+ask_bin,mid,mid,one,one
22348143,104848,2023-12,647,0.0,first_active_bucket+ask_bin,mid,mid,one,one
22963955,31782,2023-12,647,0.0,first_active_bucket+ask_bin,mid,mid,one,one
23134142,888464,2023-12,647,9.197890569577641,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23161059,1021915,2023-12,647,9.197764806865191,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
353497,1055869,2023-12,647,9.197639044248602,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
1732498,1071256,2023-12,647,9.19751328172788,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
9536653,1210665,2023-12,647,9.197387519303035,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
10053991,1221661,2023-12,647,9.19726175697407,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
10486357,1230945,2023-12,647,9.197135994740991,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
11854052,1348798,2023-12,647,9.197010232603802,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
12072482,1373317,2023-12,647,9.196884470562507,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
14502384,1404135,2023-12,647,9.196758708617118,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
16384908,1453795,2023-12,647,9.19663294676764,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
16489959,1482545,2023-12,647,9.196507185014072,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
17725188,1509746,2023-12,647,9.196381423356426,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
17733381,1628063,2023-12,647,9.196255661794705,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
18641651,1725553,2023-12,647,9.196129900328922,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
20068692,1819402,2023-12,647,9.196004138959069,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
20268242,1904605,2023-12,647,9.195878377685158,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
20276217,1936538,2023-12,647,9.195752616507201,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21357365,2143724,2023-12,647,9.195626855425196,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21902176,2268909,2023-12,647,9.195501094439152,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
21933754,2300526,2023-12,647,9.195375333549077,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22389061,2480766,2023-12,647,9.195249572754971,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22430230,2550659,2023-12,647,9.195123812056845,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22555679,2669371,2023-12,647,9.194998051454702,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
22932581,2853920,2023-12,647,9.194872290948545,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23020861,3062913,2023-12,647,9.194746530538387,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23027720,3085596,2023-12,647,9.194620770224226,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23035578,3228507,2023-12,647,9.194495010006076,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23044901,3348669,2023-12,647,9.194369249883936,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23045515,3397943,2023-12,647,9.194243489857813,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23047985,3903337,2023-12,647,9.194117729927717,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23061057,3904096,2023-12,647,9.193991970093649,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23065003,3930612,2023-12,647,9.193866210355612,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23080684,4001769,2023-12,647,9.193740450713623,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23087784,4064075,2023-12,647,9.193614691167678,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23126575,4342707,2023-12,647,9.193488931717788,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23158367,4434004,2023-12,647,9.193363172363958,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23164522,4602359,2023-12,647,9.193237413106186,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
11159734,9640238,2024-01,648,0.4148347389091008,first_active_bucket+ask_bin,early,early,mid,mid
6576083,557176,2024-01,648,0.0,first_active_bucket+ask_bin,early,early,one,one
1841839,7318120,2024-01,648,0.5493835865464667,first_active_bucket+ask_bin,early,early,mid,mid
12138342,56082,2024-01,648,7.141279753447781,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
13518907,13836950,2024-01,648,0.02057421732993759,first_active_bucket+ask_bin,early,early,mid,mid
19367597,3761178,2024-01,648,0.0,first_active_bucket+ask_bin,mid,mid,low,low
2784493,222279,2024-01,648,4.235245479771664,first_active_bucket+relaxed_ask_bin,early,early,zero,one
9506773,10379728,2024-01,648,0.03071503715427631,first_active_bucket+ask_bin,mid,mid,one,one
12285768,7648,2024-01,648,0.0,first_active_bucket+ask_bin,early,early,one,one
9642,129437,2024-01,648,4.234917088567017,first_active_bucket+relaxed_ask_bin,early,early,zero,one
5960363,11644205,2024-01,648,1.0207036698100716e-32,first_active_bucket+ask_bin,early,early,mid,mid
5798201,31667,2024-01,648,4.236190879938542,first_active_bucket+relaxed_ask_bin,early,early,zero,one
20777937,1976597,2024-01,648,9.554025662355663,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
1065145,406869,2024-01,648,4.2360266111371665,first_active_bucket+relaxed_ask_bin,early,early,zero,one
6531685,4534,2024-01,648,4.23586234347559,first_active_bucket+relaxed_ask_bin,early,early,zero,one
20646251,2469390,2024-01,648,9.553886202417663,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23270209,326353,2024-01,648,7.1443300545863035,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
3547851,446137,2024-01,648,4.235698076954025,first_active_bucket+relaxed_ask_bin,early,early,zero,one
10499184,704262,2024-01,648,4.235533811572683,first_active_bucket+relaxed_ask_bin,early,early,zero,one
22359448,13131,2024-01,648,0.0,first_active_bucket+ask_bin,mid,mid,one,one
1757321,1147321,2024-01,648,0.0,first_active_bucket+ask_bin,early,early,low,low
17381615,367878,2024-01,648,9.553467823155136,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
23103390,13441244,2024-01,648,0.0,first_active_bucket+ask_bin,mid,mid,low,low
3456812,588435,2024-01,648,7.14436108033882,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
9329113,895029,2024-01,648,4.235267991790028,first_active_bucket+relaxed_ask_bin,early,early,zero,one
13656845,759051,2024-01,648,4.235103715700616,first_active_bucket+relaxed_ask_bin,early,early,zero,one
15412437,826,2024-01,648,0.0,first_active_bucket+ask_bin,mid,mid,one,one
20423368,455319,2024-01,648,0.0,first_active_bucket+ask_bin,mid,mid,one,one
5459343,9157,2024-01,648,0.0,first_active_bucket+ask_bin,mid,mid,one,one
12113992,179372,2024-01,648,9.553805222713565,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
16659399,643920,2024-01,648,7.143827203665338,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
16825272,309830,2024-01,648,4.2349394407517496,first_active_bucket+relaxed_ask_bin,early,early,zero,one
17694607,787464,2024-01,648,4.234775166943641,first_active_bucket+relaxed_ask_bin,early,early,zero,one
21385711,699211,2024-01,648,7.143598406684516,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
22225319,835721,2024-01,648,7.14352214704047,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23129095,880625,2024-01,648,7.143445887449606,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23180951,921380,2024-01,648,7.143369627911942,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
1150681,963165,2024-01,648,7.14329336842747,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
3187537,1128668,2024-01,648,7.143217108996188,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
3792889,1156070,2024-01,648,7.143140849618109,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
4412231,1217693,2024-01,648,7.14306459029323,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
4947400,1283611,2024-01,648,7.142988331021551,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
5521564,1378713,2024-01,648,7.14291207180308,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
6457405,1402320,2024-01,648,7.142835812637816,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
15533099,1614870,2024-01,648,7.14275955352576,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
17111165,1684518,2024-01,648,7.1426832944669165,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
19548908,1798704,2024-01,648,7.142607035461289,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
20973631,1965449,2024-01,648,7.1425307765088775,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
22365996,1980349,2024-01,648,7.142454517609685,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
22443776,2320194,2024-01,648,7.142378258763713,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
22710690,2419289,2024-01,648,7.142301999970968,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
22867144,3131148,2024-01,648,7.142225741231446,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
22985314,3183224,2024-01,648,7.142149482545151,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23182415,3225104,2024-01,648,7.142073223912088,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23186273,3451766,2024-01,648,7.141996965332262,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23206053,3482534,2024-01,648,7.141920706805667,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23219427,3785139,2024-01,648,7.141844448332313,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23225609,3955279,2024-01,648,7.141768189912195,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23239144,3965283,2024-01,648,7.141691931545324,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23244818,4090363,2024-01,648,7.141615673231694,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23251214,4109514,2024-01,648,7.141539414971312,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23251355,4111341,2024-01,648,7.141463156764182,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23257721,4338580,2024-01,648,7.141386898610301,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23262694,4420335,2024-01,648,7.141310640509675,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23263334,4630856,2024-01,648,7.141234382462304,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23269834,4956477,2024-01,648,7.141158124468191,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23270639,5081894,2024-01,648,7.141081866527343,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23271468,5120376,2024-01,648,7.141005608639755,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23302593,5160301,2024-01,648,7.140929350805436,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23306356,5174447,2024-01,648,7.140853093024387,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
23319084,5256587,2024-01,648,7.140776835296603,relaxed_first_active_bucket+relaxed_ask_bin,late,mid,zero,one
22530545,99560,2024-02,649,34.11971705245693,first_active_bucket+relaxed_ask_bin,late,late,zero,one
5016028,31667,2024-02,649,4.343699319411637,first_active_bucket+relaxed_ask_bin,early,early,zero,one
13476917,425678,2024-02,649,34.115193597648656,first_active_bucket+relaxed_ask_bin,late,late,zero,one
17504544,469294,2024-02,649,34.11067014629794,first_active_bucket+relaxed_ask_bin,late,late,zero,one
23338787,580125,2024-02,649,34.10614669840634,first_active_bucket+relaxed_ask_bin,late,late,zero,one
10037034,17523,2024-02,649,0.0,first_active_bucket+ask_bin,early,early,one,one
13086128,5662005,2024-02,649,13.923854898189305,first_active_bucket+ask_bin,early,early,mid,mid
3579198,73137,2024-02,649,0.0,first_active_bucket+ask_bin,early,early,one,one
14425501,3919398,2024-02,649,0.0,first_active_bucket+ask_bin,early,early,one,one
18084427,885650,2024-02,649,0.0,first_active_bucket+ask_bin,mid,mid,one,one
11421839,108802,2024-02,649,4.34460324597873,first_active_bucket+relaxed_ask_bin,early,early,zero,one
20186452,625396,2024-02,649,34.101623253975426,first_active_bucket+relaxed_ask_bin,late,late,zero,one
20972936,20995011,2024-02,649,0.00443815435717943,first_active_bucket+ask_bin,mid,mid,low,low
19123103,17835656,2024-02,649,6.231349786360102,first_active_bucket+ask_bin,mid,mid,mid,mid
1478905,466339,2024-02,649,4.344424517845803,first_active_bucket+relaxed_ask_bin,early,early,zero,one
11213336,66490,2024-02,649,0.0,first_active_bucket+ask_bin,early,early,one,one
21760922,271351,2024-02,649,9.158914788762083,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
1013799,130910,2024-02,649,0.0,first_active_bucket+ask_bin,early,early,low,low
5386830,9324707,2024-02,649,0.030599415479125376,first_active_bucket+ask_bin,mid,mid,low,low
14550293,393153,2024-02,649,4.343961778917592,first_active_bucket+relaxed_ask_bin,early,early,zero,one
6423290,231821,2024-02,649,4.343783039408208,first_active_bucket+relaxed_ask_bin,early,early,zero,one
8348768,34935,2024-02,649,0.0,first_active_bucket+ask_bin,early,early,one,one
18152335,23175234,2024-02,649,0.0,first_active_bucket+ask_bin,mid,mid,low,low
22034997,21839350,2024-02,649,0.23560291386449841,first_active_bucket+ask_bin,mid,mid,low,low
22993710,880872,2024-02,649,34.097099813006764,first_active_bucket+relaxed_ask_bin,late,late,zero,one
541729,1010609,2024-02,649,9.160222996876747,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
3457351,131050,2024-02,649,9.160064204980843,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
17637871,787464,2024-02,649,4.343425564339515,first_active_bucket+relaxed_ask_bin,early,early,zero,one
8996209,1128773,2024-02,649,9.15990541322519,first_active_bucket+relaxed_ask_bin,mid,mid,zero,one
14219908,121968,2024-02,649,4.343246828780724,first_active_bucket+relaxed_ask_bin,early,early,zero,one
23473598,887815,2024-02,649,34.09257637550195,first_active_bucket+relaxed_ask_bin,late,late,zero,one
667655,1017986,2024-02,649,34.08805294146252,first_active_bucket+relaxed_ask_bin,late,late,zero,one
10207915,1069948,2024-02,649,34.08352951089007,first_active_bucket+relaxed_ask_bin,late,late,zero,one
10216602,1087577,2024-02,649,34.07900608378615,first_active_bucket+relaxed_ask_bin,late,late,zero,one
10749224,1119577,2024-02,649,34.074482660152356,first_active_bucket+relaxed_ask_bin,late,late,zero,one
12781979,1135088,2024-02,649,34.069959239990254,first_active_bucket+relaxed_ask_bin,late,late,zero,one
14054174,1299787,2024-02,649,34.06543582330142,first_active_bucket+relaxed_ask_bin,late,late,zero,one
15343591,1300650,2024-02,649,34.060912410087425,first_active_bucket+relaxed_ask_bin,late,late,zero,one
